id,angle
129,302.4461669921875
130,324.55548095703125
131,131.5721893310547
132,274.17315673828125
133,60.92688751220703
134,250.1430053710937
135,225.50184631347656
136,326.7832336425781
137,16.298646926879883
138,218.23605346679688
139,318.7795715332031
140,304.6055603027344
141,309.1227111816406
142,100.27598571777344
143,343.5564270019531
144,161.2728271484375
145,308.64776611328125
146,139.40628051757812
147,104.60484313964844
148,103.57352447509766
149,63.47832489013672
150,102.89369201660156
151,14.356148719787598
152,127.57440185546876
153,78.68870544433594
154,238.60504150390625
155,133.29379272460938
156,209.0514373779297
157,263.12030029296875
158,240.01666259765625
159,306.979736328125
160,15.10487174987793
161,187.71368408203125
162,97.21095275878906
163,155.7519989013672
164,311.15167236328125
165,220.09112548828125
166,346.04693603515625
167,346.4561767578125
168,269.8847045898437
169,334.6340637207031
170,286.81671142578125
171,278.7033386230469
172,70.21295928955078
173,222.0987548828125
174,1.2022395133972168
175,335.5705871582031
176,150.8474884033203
177,117.01470947265624
178,34.38145446777344
179,175.4283905029297
180,94.93677520751952
181,311.4538879394531
182,315.80474853515625
183,7.537991046905518
184,14.227209091186523
185,44.58095932006836
186,285.9615783691406
187,221.16905212402344
188,264.26763916015625
189,225.5072021484375
190,13.385053634643556
191,203.73162841796875
192,86.81428527832031
193,237.66921997070312
194,133.08062744140625
195,326.0487670898437
196,68.37073516845703
197,163.02267456054688
198,188.5167236328125
199,288.9859619140625
200,5.9674601554870605
201,48.11106491088867
202,191.40542602539065
203,94.49722290039062
204,102.76288604736328
205,304.5313415527344
206,241.08572387695312
207,62.46784973144531
208,81.53801727294922
209,91.54276275634766
210,140.30526733398438
211,118.7576675415039
212,355.4530944824219
213,63.89729690551758
214,235.37673950195312
215,182.6507110595703
216,113.91254425048828
217,74.3146743774414
218,170.55189514160156
219,306.8130798339844
220,311.638671875
221,334.9901123046875
222,342.1380310058594
223,91.36488342285156
224,296.6233825683594
225,8.205731391906738
226,129.5437774658203
227,209.0438690185547
228,277.8744201660156
229,55.40625381469727
230,214.22593688964844
231,316.60076904296875
232,132.50755310058594
233,4.311689853668213
234,154.80023193359375
235,351.0218811035156
236,56.85652160644531
237,163.35923767089844
238,188.19351196289065
239,127.63180541992188
240,48.63429260253906
241,46.633033752441406
242,63.18031692504883
243,119.98117065429688
244,301.1614990234375
245,130.7737274169922
246,73.28561401367188
247,269.56158447265625
248,186.37437438964844
249,262.1568908691406
250,294.71453857421875
251,139.63824462890625
252,311.85870361328125
253,327.0434265136719
254,112.69940948486328
255,10.86230182647705
256,95.23619079589844
257,214.25149536132807
258,52.516090393066406
259,34.6519889831543
260,51.04554748535156
261,236.56948852539065
262,271.07965087890625
263,246.42477416992188
264,345.4820251464844
265,282.0820617675781
266,97.27352905273438
267,106.58917999267578
268,341.0108947753906
269,355.37164306640625
270,281.5563049316406
271,35.13587951660156
272,198.7938842773437
273,178.68319702148438
274,279.2753295898437
275,101.37328338623048
276,237.7376708984375
277,211.3202514648437
278,86.04212951660156
279,113.43611907958984
280,325.8974609375
281,179.5791778564453
282,176.80068969726562
283,65.71688079833984
284,203.7140655517578
285,45.90901565551758
286,197.2242889404297
287,348.8203430175781
288,205.2499389648437
289,315.6189880371094
290,335.42657470703125
291,269.079345703125
292,6.883047103881836
293,254.7792205810547
294,151.82681274414062
295,212.06448364257807
296,109.1785125732422
297,221.1199493408203
298,252.44314575195312
299,230.3638610839844
300,305.3778686523437
301,262.9158935546875
302,311.8901672363281
303,114.61984252929688
304,157.84237670898438
305,108.90372467041016
306,144.46897888183594
307,302.37420654296875
308,271.8388977050781
309,8.386086463928223
310,303.9695129394531
311,217.65362548828125
312,84.69147491455078
313,3.808156728744507
314,347.68389892578125
315,35.287132263183594
316,330.627197265625
317,81.92646789550781
318,62.00178146362305
319,134.21484375
320,160.87879943847656
321,172.2509765625
322,304.5855712890625
323,255.2234649658203
324,196.3297576904297
325,65.36032104492188
326,214.1499481201172
327,190.4369506835937
328,346.584228515625
329,67.09902954101562
330,20.034624099731445
331,131.17593383789062
332,36.93414306640625
333,135.2610626220703
334,190.54074096679688
335,99.05181121826172
336,37.09182357788086
337,71.35047149658203
338,2.307962417602539
339,106.2908706665039
340,297.86358642578125
341,98.9433135986328
342,294.8477783203125
343,140.09873962402344
344,179.79129028320312
345,165.73306274414062
346,32.73088836669922
347,117.29387664794922
348,130.41978454589844
349,145.87924194335938
350,52.036231994628906
351,0.7537882924079895
352,133.62974548339844
353,43.00608825683594
354,118.02611541748048
355,236.74465942382807
356,217.84326171875
357,311.9422607421875
358,99.75283813476562
359,43.08445739746094
360,93.21697998046876
361,42.53322982788086
362,6.493777751922607
363,143.61778259277344
364,117.89157104492188
365,112.13581085205078
366,314.6260986328125
367,221.4223480224609
368,100.6299057006836
369,144.54446411132812
370,141.81439208984375
371,185.13131713867188
372,323.6861877441406
373,135.5717315673828
374,318.0115661621094
375,210.35366821289065
376,91.84884643554688
377,305.690185546875
378,103.7977066040039
379,225.5328369140625
380,8.824136734008789
381,158.2873992919922
382,8.993988037109375
383,350.8852233886719
384,35.82770919799805
385,88.2258529663086
386,45.9329833984375
387,264.0332946777344
388,46.14994812011719
389,299.3341369628906
390,121.39175415039062
391,85.21537780761719
392,337.0541687011719
393,229.80560302734372
394,285.6102905273437
395,218.8234405517578
396,351.6256408691406
397,154.17210388183594
398,158.51715087890625
399,183.1664123535156
400,157.400390625
401,204.5382232666016
402,333.9250793457031
403,292.45147705078125
404,270.3189697265625
405,223.9884796142578
406,265.7246398925781
407,34.584716796875
408,239.8521423339844
409,323.4251708984375
410,233.22662353515625
411,99.83206939697266
412,205.8278045654297
413,269.214111328125
414,218.4266815185547
415,278.68243408203125
416,161.003173828125
417,220.8627777099609
418,334.9194641113281
419,217.74169921875
420,64.7738265991211
421,126.0464859008789
422,221.20086669921875
423,150.712158203125
424,124.9713897705078
425,336.5404663085937
426,142.82937622070312
427,303.76031494140625
428,152.6593017578125
429,338.8004150390625
430,293.3180236816406
431,131.8159637451172
432,90.46056365966795
433,112.7029800415039
434,244.0345764160156
435,211.09732055664065
436,225.2584686279297
437,172.72703552246094
438,10.009885787963867
439,164.4510040283203
440,9.357922554016112
441,300.67388916015625
442,301.47467041015625
443,1.225412368774414
444,97.55062103271484
445,131.19308471679688
446,128.2328338623047
447,107.6422348022461
448,101.95140838623048
449,325.1567077636719
450,221.38922119140625
451,218.68084716796875
452,204.33560180664065
453,307.5150756835937
454,304.6641845703125
455,97.21414947509766
456,281.7443542480469
457,291.7451477050781
458,354.4053039550781
459,153.87051391601562
460,289.80645751953125
461,43.97224044799805
462,191.64398193359372
463,21.218395233154297
464,172.51878356933594
465,52.83360290527344
466,225.2772216796875
467,191.09007263183597
468,193.2654266357422
469,282.510986328125
470,330.568115234375
471,249.8321990966797
472,236.12261962890625
473,214.15724182128903
474,80.26736450195312
475,139.7224884033203
476,13.709546089172363
477,118.48216247558594
478,126.46984100341795
479,315.154541015625
480,358.6494140625
481,309.23712158203125
482,295.9800720214844
483,258.3096923828125
484,3.389223337173462
485,195.0090789794922
486,247.08795166015625
487,115.2551498413086
488,236.99072265625
489,242.78659057617188
490,182.1944274902344
491,289.429931640625
492,312.48443603515625
493,112.24781036376952
494,164.8285675048828
495,290.09722900390625
496,208.906494140625
497,216.47427368164065
498,284.7264709472656
499,352.54376220703125
500,90.47066497802734
501,132.26687622070312
502,47.039024353027344
503,306.9942932128906
504,211.55030822753903
505,341.1883544921875
506,298.84429931640625
507,0.2994513511657715
508,260.6536865234375
509,349.3456420898437
510,46.53949737548828
511,225.17454528808597
512,254.7857360839844
513,184.85899353027344
514,4.949300765991211
515,149.81793212890625
516,221.260498046875
517,190.8544921875
518,31.820709228515625
519,240.0177001953125
520,20.67438125610352
521,57.64694213867188
522,242.6509704589844
523,224.44467163085935
524,116.85121154785156
525,106.91770935058594
526,156.80519104003906
527,302.4918212890625
528,231.39907836914065
529,324.216552734375
530,125.45768737792967
531,271.17681884765625
532,25.88358497619629
533,249.40945434570312
534,25.98688697814941
535,48.07925415039063
536,307.9122619628906
537,303.2303466796875
538,115.70378112792967
539,136.64105224609375
540,204.19175720214844
541,115.05137634277344
542,123.73097229003906
543,299.209228515625
544,279.3358459472656
545,282.0938720703125
546,309.9823608398437
547,131.45091247558594
548,357.6267395019531
549,216.5192413330078
550,337.9001770019531
551,305.7847595214844
552,356.62286376953125
553,44.61900329589844
554,111.08293151855467
555,301.8312683105469
556,9.346878051757812
557,126.99771881103516
558,171.4049835205078
559,124.31034088134766
560,308.9538269042969
561,135.75531005859375
562,320.3539123535156
563,326.706787109375
564,334.6327819824219
565,68.6645278930664
566,301.6841125488281
567,256.6336975097656
568,232.008544921875
569,23.907915115356445
570,8.58106803894043
571,39.721229553222656
572,303.505126953125
573,223.2857818603516
574,203.58941650390625
575,32.20112228393555
576,23.0474853515625
577,100.7803192138672
578,261.5133972167969
579,359.6540222167969
580,183.5305633544922
581,35.11747741699219
582,247.803955078125
583,173.67433166503906
584,306.604248046875
585,154.02206420898438
586,87.60311126708984
587,355.3524169921875
588,302.5829467773437
589,125.85267639160156
590,260.011474609375
591,144.37713623046875
592,105.35472869873048
593,41.8892936706543
594,8.475138664245605
595,130.7911834716797
596,32.62643051147461
597,323.73455810546875
598,246.4771881103516
599,85.13203430175781
600,142.70384216308594
601,323.03387451171875
602,56.48193359375
603,222.18495178222656
604,110.18161010742188
605,285.1908874511719
606,320.0678405761719
607,259.2343444824219
608,40.483680725097656
609,124.92989349365234
610,301.5858764648437
611,121.10537719726562
612,293.7982788085937
613,358.68414306640625
614,337.33184814453125
615,318.28094482421875
616,60.79877471923828
617,131.1625518798828
618,3.383583307266236
619,338.4515991210937
620,281.0086669921875
621,114.12632751464844
622,233.3101806640625
623,328.3471374511719
624,259.1471862792969
625,180.8369903564453
626,58.15622329711914
627,11.707636833190918
628,42.11034393310547
629,117.06613159179688
630,117.28622436523438
631,126.06937408447266
632,253.5538024902344
633,250.3415679931641
634,0.2564474940299988
635,220.3482360839844
636,122.58236694335938
637,229.69044494628903
638,54.93771362304688
639,101.71126556396484
640,41.78667068481445
641,274.0469055175781
642,106.9601058959961
643,315.6890869140625
644,153.8992462158203
645,213.14471435546875
646,347.3894348144531
647,254.09249877929688
648,141.2333526611328
649,283.20819091796875
650,300.8414001464844
651,255.80059814453125
652,316.04803466796875
653,127.4787826538086
654,107.81291198730467
655,224.1202087402344
656,123.51248931884766
657,150.78103637695312
658,354.65264892578125
659,23.996124267578125
660,325.7625732421875
661,242.77630615234372
662,273.7955627441406
663,354.0401611328125
664,234.87322998046875
665,171.3107147216797
666,85.11077117919922
667,135.99383544921875
668,26.92849349975586
669,298.3237609863281
670,223.38519287109372
671,185.4862518310547
672,187.6534576416016
673,250.41346740722656
674,277.2919006347656
675,132.1614532470703
676,158.01634216308594
677,205.67709350585935
678,159.7920684814453
679,133.496826171875
680,266.9459533691406
681,178.90745544433594
682,176.871337890625
683,170.1495819091797
684,357.566162109375
685,206.35922241210935
686,341.1974182128906
687,117.7449951171875
688,298.9867858886719
689,61.84457778930664
690,246.31301879882807
691,136.53538513183594
692,285.7280578613281
693,215.31198120117188
694,272.41033935546875
695,228.9654541015625
696,347.5652770996094
697,358.8885803222656
698,314.2239990234375
699,28.27741050720215
700,281.8446044921875
701,122.9408187866211
702,275.383056640625
703,167.41949462890625
704,338.8670349121094
705,223.6708526611328
706,315.0242004394531
707,127.67599487304688
708,198.21665954589844
709,227.75131225585935
710,115.65351104736328
711,179.6597900390625
712,263.3462219238281
713,191.3747711181641
714,7.756515979766846
715,310.55828857421875
716,169.9574432373047
717,323.8409423828125
718,126.6295166015625
719,191.0294189453125
720,90.83081817626952
721,171.18714904785156
722,28.85735893249512
723,32.88520050048828
724,73.87308502197266
725,266.6094055175781
726,344.1650695800781
727,45.86110305786133
728,268.2981262207031
729,224.1011962890625
730,342.32843017578125
731,126.03351593017578
732,236.95193481445312
733,29.7448844909668
734,60.23296356201172
735,272.6310729980469
736,204.0792694091797
737,248.33192443847656
